# N             E       lndos(E)        epsilon     c_ges
256.000     -768.400     -1040.586     -0.400     0.011
256.000     -768.800     -1041.157     -0.400     0.011
256.000     -769.200     -1041.724     -0.400     0.011
256.000     -769.600     -1042.290     -0.400     0.011
256.000     -770.000     -1042.864     -0.400     0.011
256.000     -770.400     -1043.431     -0.400     0.011
256.000     -766.400     -1037.749     -0.400     0.011
256.000     -770.800     -1044.003     -0.400     0.011
256.000     -761.200     -1030.363     -0.400     0.011
256.000     -760.400     -1029.226     -0.400     0.011
256.000     -751.600     -1016.722     -0.400     0.011
256.000     -752.000     -1017.285     -0.400     0.011
256.000     -752.400     -1017.850     -0.400     0.011
256.000     -752.800     -1018.425     -0.400     0.011
256.000     -753.200     -1018.988     -0.400     0.011
256.000     -753.600     -1019.559     -0.400     0.011
256.000     -754.000     -1020.135     -0.400     0.011
256.000     -754.400     -1020.700     -0.400     0.011
256.000     -754.800     -1021.282     -0.400     0.011
256.000     -755.200     -1021.838     -0.400     0.011
256.000     -760.800     -1029.795     -0.400     0.011
256.000     -755.600     -1022.406     -0.400     0.011
256.000     -756.400     -1023.553     -0.400     0.011
256.000     -756.800     -1024.108     -0.400     0.011
256.000     -757.200     -1024.676     -0.400     0.011
256.000     -757.600     -1025.254     -0.400     0.011
256.000     -758.000     -1025.816     -0.400     0.011
256.000     -758.400     -1026.378     -0.400     0.011
256.000     -758.800     -1026.953     -0.400     0.011
256.000     -759.200     -1027.522     -0.400     0.011
256.000     -759.600     -1028.089     -0.400     0.011
256.000     -760.000     -1028.662     -0.400     0.011
256.000     -756.000     -1022.969     -0.400     0.011
256.000     -771.200     -1044.569     -0.400     0.011
256.000     -771.600     -1045.138     -0.400     0.011
256.000     -772.000     -1045.704     -0.400     0.011
256.000     -783.200     -1061.600     -0.400     0.011
256.000     -783.600     -1062.170     -0.400     0.011
256.000     -784.000     -1062.739     -0.400     0.011
256.000     -784.400     -1063.311     -0.400     0.011
256.000     -784.800     -1063.879     -0.400     0.011
256.000     -785.200     -1064.450     -0.400     0.011
256.000     -785.600     -1065.019     -0.400     0.011
256.000     -786.000     -1065.592     -0.400     0.011
256.000     -786.400     -1066.147     -0.400     0.011
256.000     -786.800     -1066.717     -0.400     0.011
256.000     -782.800     -1061.030     -0.400     0.011
256.000     -787.200     -1067.289     -0.400     0.011
256.000     -788.000     -1068.411     -0.400     0.011
256.000     -788.400     -1068.984     -0.400     0.011
256.000     -788.800     -1069.549     -0.400     0.011
256.000     -789.200     -1070.112     -0.400     0.011
256.000     -789.600     -1070.683     -0.400     0.011
256.000     -790.000     -1071.252     -0.400     0.011
256.000     -790.400     -1071.820     -0.400     0.011
256.000     -790.800     -1072.395     -0.400     0.011
256.000     -791.200     -1072.954     -0.400     0.011
256.000     -791.600     -1073.521     -0.400     0.011
256.000     -787.600     -1067.843     -0.400     0.011
256.000     -782.400     -1060.459     -0.400     0.011
256.000     -782.000     -1059.899     -0.400     0.011
256.000     -781.600     -1059.331     -0.400     0.011
256.000     -772.400     -1046.274     -0.400     0.011
256.000     -772.800     -1046.841     -0.400     0.011
256.000     -773.200     -1047.404     -0.400     0.011
256.000     -773.600     -1047.972     -0.400     0.011
256.000     -774.000     -1048.547     -0.400     0.011
256.000     -774.400     -1049.113     -0.400     0.011
256.000     -774.800     -1049.682     -0.400     0.011
256.000     -775.200     -1050.246     -0.400     0.011
256.000     -775.600     -1050.818     -0.400     0.011
256.000     -776.000     -1051.383     -0.400     0.011
256.000     -776.400     -1051.952     -0.400     0.011
256.000     -776.800     -1052.522     -0.400     0.011
256.000     -777.200     -1053.089     -0.400     0.011
256.000     -777.600     -1053.654     -0.400     0.011
256.000     -778.000     -1054.223     -0.400     0.011
256.000     -778.400     -1054.790     -0.400     0.011
256.000     -778.800     -1055.354     -0.400     0.011
256.000     -779.200     -1055.915     -0.400     0.011
256.000     -779.600     -1056.483     -0.400     0.011
256.000     -780.000     -1057.059     -0.400     0.011
256.000     -780.400     -1057.623     -0.400     0.011
256.000     -780.800     -1058.194     -0.400     0.011
256.000     -781.200     -1058.757     -0.400     0.011
256.000     -834.000     -1133.854     -0.400     0.011
256.000     -1000.800     -1377.784     -0.400     0.011
256.000     -1001.200     -1378.387     -0.400     0.011
256.000     -1001.600     -1378.998     -0.400     0.011
256.000     -1221.600     -1731.719     -0.400     0.011
256.000     -1222.000     -1732.455     -0.400     0.011
256.000     -1222.400     -1733.208     -0.400     0.011
256.000     -1222.800     -1733.950     -0.400     0.011
256.000     -1223.200     -1734.684     -0.400     0.011
256.000     -1223.600     -1735.426     -0.400     0.011
256.000     -1224.000     -1736.179     -0.400     0.011
256.000     -1224.400     -1736.923     -0.400     0.011
256.000     -1224.800     -1737.652     -0.400     0.011
256.000     -1225.200     -1738.397     -0.400     0.011
256.000     -1221.200     -1730.988     -0.400     0.011
256.000     -1225.600     -1739.148     -0.400     0.011
256.000     -1226.400     -1740.618     -0.400     0.011
256.000     -1226.800     -1741.369     -0.400     0.011
256.000     -1227.200     -1742.113     -0.400     0.011
256.000     -1227.600     -1742.863     -0.400     0.011
256.000     -1228.000     -1743.612     -0.400     0.011
256.000     -1228.400     -1744.348     -0.400     0.011
256.000     -1228.800     -1745.093     -0.400     0.011
256.000     -1229.200     -1745.846     -0.400     0.011
256.000     -1229.600     -1746.586     -0.400     0.011
256.000     -1230.000     -1747.328     -0.400     0.011
256.000     -1226.000     -1739.890     -0.400     0.011
256.000     -1230.400     -1748.080     -0.400     0.011
256.000     -1220.800     -1730.244     -0.400     0.011
256.000     -1220.000     -1728.775     -0.400     0.011
256.000     -1211.200     -1712.540     -0.400     0.011
256.000     -1211.600     -1713.280     -0.400     0.011
256.000     -1212.000     -1714.003     -0.400     0.011
256.000     -1212.400     -1714.745     -0.400     0.011
256.000     -1212.800     -1715.483     -0.400     0.011
256.000     -1213.200     -1716.231     -0.400     0.011
256.000     -1213.600     -1716.962     -0.400     0.011
256.000     -1214.000     -1717.701     -0.400     0.011
256.000     -1214.400     -1718.432     -0.400     0.011
256.000     -1214.800     -1719.170     -0.400     0.011
256.000     -1220.400     -1729.514     -0.400     0.011
256.000     -1215.200     -1719.922     -0.400     0.011
256.000     -1216.000     -1721.383     -0.400     0.011
256.000     -1216.400     -1722.132     -0.400     0.011
256.000     -1216.800     -1722.865     -0.400     0.011
256.000     -1217.200     -1723.610     -0.400     0.011
256.000     -1217.600     -1724.346     -0.400     0.011
256.000     -1218.000     -1725.088     -0.400     0.011
256.000     -1218.400     -1725.828     -0.400     0.011
256.000     -1218.800     -1726.558     -0.400     0.011
256.000     -1219.200     -1727.300     -0.400     0.011
256.000     -1219.600     -1728.046     -0.400     0.011
256.000     -1215.600     -1720.656     -0.400     0.011
256.000     -1210.800     -1711.799     -0.400     0.011
256.000     -1230.800     -1748.814     -0.400     0.011
256.000     -1231.600     -1750.312     -0.400     0.011
256.000     -1242.400     -1770.439     -0.400     0.011
256.000     -1242.800     -1771.188     -0.400     0.011
256.000     -1243.200     -1771.943     -0.400     0.011
256.000     -1243.600     -1772.692     -0.400     0.011
256.000     -1244.000     -1773.445     -0.400     0.011
256.000     -1244.400     -1774.194     -0.400     0.011
256.000     -1244.800     -1774.942     -0.400     0.011
256.000     -1245.200     -1775.668     -0.400     0.011
256.000     -1245.600     -1776.429     -0.400     0.011
256.000     -1246.000     -1777.173     -0.400     0.011
256.000     -1242.000     -1769.690     -0.400     0.011
256.000     -1246.400     -1777.921     -0.400     0.011
256.000     -1247.200     -1779.423     -0.400     0.011
256.000     -1247.600     -1780.179     -0.400     0.011
256.000     -1248.000     -1780.918     -0.400     0.011
256.000     -1248.400     -1781.661     -0.400     0.011
256.000     -1248.800     -1782.411     -0.400     0.011
256.000     -1249.200     -1783.170     -0.400     0.011
256.000     -1249.600     -1783.909     -0.400     0.011
256.000     -1250.000     -1795.223     -0.400     0.011
256.000     -1250.400     -1796.057     -0.400     0.011
256.000     -1250.800     -1796.915     -0.400     0.011
256.000     -1246.800     -1778.665     -0.400     0.011
256.000     -1231.200     -1749.570     -0.400     0.011
256.000     -1241.600     -1768.943     -0.400     0.011
256.000     -1240.800     -1767.454     -0.400     0.011
256.000     -1232.000     -1751.057     -0.400     0.011
256.000     -1232.400     -1751.797     -0.400     0.011
256.000     -1232.800     -1752.555     -0.400     0.011
256.000     -1233.200     -1753.290     -0.400     0.011
256.000     -1233.600     -1754.022     -0.400     0.011
256.000     -1234.000     -1754.784     -0.400     0.011
256.000     -1234.400     -1755.529     -0.400     0.011
256.000     -1234.800     -1756.268     -0.400     0.011
256.000     -1235.200     -1757.018     -0.400     0.011
256.000     -1235.600     -1757.750     -0.400     0.011
256.000     -1241.200     -1768.200     -0.400     0.011
256.000     -1236.000     -1758.506     -0.400     0.011
256.000     -1236.800     -1759.993     -0.400     0.011
256.000     -1237.200     -1760.748     -0.400     0.011
256.000     -1237.600     -1761.488     -0.400     0.011
256.000     -1238.000     -1762.239     -0.400     0.011
256.000     -1238.400     -1762.988     -0.400     0.011
256.000     -1238.800     -1763.739     -0.400     0.011
256.000     -1239.200     -1764.484     -0.400     0.011
256.000     -1239.600     -1765.209     -0.400     0.011
256.000     -1240.000     -1765.961     -0.400     0.011
256.000     -1240.400     -1766.726     -0.400     0.011
256.000     -1236.400     -1759.241     -0.400     0.011
256.000     -1251.200     -1797.756     -0.400     0.011
256.000     -1210.400     -1711.073     -0.400     0.011
256.000     -1209.600     -1709.592     -0.400     0.011
256.000     -1180.000     -1655.392     -0.400     0.011
256.000     -1180.400     -1656.123     -0.400     0.011
256.000     -1180.800     -1656.839     -0.400     0.011
256.000     -1181.200     -1657.571     -0.400     0.011
256.000     -1181.600     -1658.306     -0.400     0.011
256.000     -1182.000     -1659.039     -0.400     0.011
256.000     -1182.400     -1659.766     -0.400     0.011
256.000     -1182.800     -1660.481     -0.400     0.011
256.000     -1183.200     -1661.216     -0.400     0.011
256.000     -1183.600     -1661.944     -0.400     0.011
256.000     -1179.600     -1654.665     -0.400     0.011
256.000     -1184.000     -1662.668     -0.400     0.011
256.000     -1184.800     -1664.132     -0.400     0.011
256.000     -1185.200     -1664.874     -0.400     0.011
256.000     -1185.600     -1665.596     -0.400     0.011
256.000     -1186.000     -1666.326     -0.400     0.011
256.000     -1186.400     -1667.066     -0.400     0.011
256.000     -1186.800     -1667.791     -0.400     0.011
256.000     -1187.200     -1668.514     -0.400     0.011
256.000     -1187.600     -1669.240     -0.400     0.011
256.000     -1188.000     -1669.967     -0.400     0.011
256.000     -1188.400     -1670.691     -0.400     0.011
256.000     -1184.400     -1663.401     -0.400     0.011
