# N             E       lndos(E)        epsilon     c_ges
256.000     -957.200     -917.557     -0.400     0.064
256.000     -957.600     -918.046     -0.400     0.064
256.000     -962.400     -923.896     -0.400     0.064
256.000     -958.000     -918.535     -0.400     0.064
256.000     -958.800     -919.506     -0.400     0.064
256.000     -959.200     -920.000     -0.400     0.064
256.000     -959.600     -920.482     -0.400     0.064
256.000     -960.000     -920.970     -0.400     0.064
256.000     -960.400     -921.457     -0.400     0.064
256.000     -960.800     -921.945     -0.400     0.064
256.000     -961.200     -922.435     -0.400     0.064
256.000     -961.600     -922.919     -0.400     0.064
256.000     -958.400     -919.023     -0.400     0.064
256.000     -971.200     -934.616     -0.400     0.064
256.000     -936.800     -892.730     -0.400     0.064
256.000     -936.000     -891.758     -0.400     0.064
256.000     -911.600     -862.064     -0.400     0.064
256.000     -912.000     -862.552     -0.400     0.064
256.000     -912.400     -863.037     -0.400     0.064
256.000     -912.800     -863.524     -0.400     0.064
256.000     -913.200     -864.009     -0.400     0.064
256.000     -913.600     -864.496     -0.400     0.064
256.000     -914.000     -864.979     -0.400     0.064
256.000     -914.400     -865.469     -0.400     0.064
256.000     -914.800     -865.957     -0.400     0.064
256.000     -915.200     -866.442     -0.400     0.064
256.000     -915.600     -866.933     -0.400     0.064
256.000     -916.000     -867.420     -0.400     0.064
256.000     -916.400     -867.906     -0.400     0.064
256.000     -916.800     -868.391     -0.400     0.064
256.000     -917.200     -868.881     -0.400     0.064
256.000     -917.600     -869.370     -0.400     0.064
256.000     -918.000     -869.856     -0.400     0.064
256.000     -911.200     -861.576     -0.400     0.064
256.000     -910.800     -861.089     -0.400     0.064
256.000     -910.400     -860.606     -0.400     0.064
256.000     -910.000     -860.117     -0.400     0.064
256.000     -902.800     -851.352     -0.400     0.064
256.000     -903.200     -851.839     -0.400     0.064
256.000     -903.600     -852.325     -0.400     0.064
256.000     -904.000     -852.810     -0.400     0.064
256.000     -904.400     -853.300     -0.400     0.064
256.000     -904.800     -853.788     -0.400     0.064
256.000     -905.200     -854.276     -0.400     0.064
256.000     -905.600     -854.760     -0.400     0.064
256.000     -918.400     -870.337     -0.400     0.064
256.000     -906.000     -855.244     -0.400     0.064
256.000     -906.800     -856.221     -0.400     0.064
256.000     -907.200     -856.707     -0.400     0.064
256.000     -907.600     -857.195     -0.400     0.064
256.000     -908.000     -857.679     -0.400     0.064
256.000     -908.400     -858.168     -0.400     0.064
256.000     -908.800     -858.655     -0.400     0.064
256.000     -909.200     -859.142     -0.400     0.064
256.000     -909.600     -859.631     -0.400     0.064
256.000     -906.400     -855.732     -0.400     0.064
256.000     -918.800     -870.826     -0.400     0.064
256.000     -919.200     -871.312     -0.400     0.064
256.000     -919.600     -871.803     -0.400     0.064
256.000     -928.800     -882.997     -0.400     0.064
256.000     -929.200     -883.485     -0.400     0.064
256.000     -929.600     -883.970     -0.400     0.064
256.000     -930.000     -884.457     -0.400     0.064
256.000     -930.400     -884.942     -0.400     0.064
256.000     -930.800     -885.429     -0.400     0.064
256.000     -931.200     -885.912     -0.400     0.064
256.000     -931.600     -886.404     -0.400     0.064
256.000     -928.400     -882.511     -0.400     0.064
256.000     -932.000     -886.888     -0.400     0.064
256.000     -932.800     -887.863     -0.400     0.064
256.000     -933.200     -888.352     -0.400     0.064
256.000     -933.600     -888.843     -0.400     0.064
256.000     -934.000     -889.325     -0.400     0.064
256.000     -934.400     -889.812     -0.400     0.064
256.000     -934.800     -890.300     -0.400     0.064
256.000     -935.200     -890.785     -0.400     0.064
256.000     -935.600     -891.274     -0.400     0.064
256.000     -932.400     -887.373     -0.400     0.064
256.000     -936.400     -892.244     -0.400     0.064
256.000     -928.000     -882.024     -0.400     0.064
256.000     -927.200     -881.048     -0.400     0.064
256.000     -920.000     -872.287     -0.400     0.064
256.000     -920.400     -872.770     -0.400     0.064
256.000     -920.800     -873.256     -0.400     0.064
256.000     -921.200     -873.744     -0.400     0.064
256.000     -921.600     -874.232     -0.400     0.064
256.000     -922.000     -874.714     -0.400     0.064
256.000     -922.400     -875.201     -0.400     0.064
256.000     -922.800     -875.689     -0.400     0.064
256.000     -927.600     -881.537     -0.400     0.064
256.000     -923.200     -876.174     -0.400     0.064
256.000     -924.000     -877.145     -0.400     0.064
256.000     -924.400     -877.637     -0.400     0.064
256.000     -924.800     -878.123     -0.400     0.064
256.000     -925.200     -878.610     -0.400     0.064
256.000     -925.600     -879.099     -0.400     0.064
256.000     -926.000     -879.584     -0.400     0.064
256.000     -926.400     -880.073     -0.400     0.064
256.000     -926.800     -880.559     -0.400     0.064
256.000     -923.600     -876.664     -0.400     0.064
256.000     -555.200     -425.476     -0.400     0.064
256.000     -554.800     -424.979     -0.400     0.064
256.000     -554.400     -424.481     -0.400     0.064
256.000     -182.800     -14.972     -0.400     0.064
256.000     -183.200     -15.292     -0.400     0.064
256.000     -183.600     -15.613     -0.400     0.064
256.000     -184.000     -15.937     -0.400     0.064
256.000     -184.400     -16.258     -0.400     0.064
256.000     -184.800     -16.584     -0.400     0.064
256.000     -185.200     -16.904     -0.400     0.064
256.000     -185.600     -17.227     -0.400     0.064
256.000     -186.000     -17.553     -0.400     0.064
256.000     -186.400     -17.874     -0.400     0.064
256.000     -186.800     -18.201     -0.400     0.064
256.000     -187.200     -18.525     -0.400     0.064
256.000     -187.600     -18.849     -0.400     0.064
256.000     -188.000     -19.175     -0.400     0.064
256.000     -188.400     -19.505     -0.400     0.064
256.000     -188.800     -19.831     -0.400     0.064
256.000     -189.200     -20.161     -0.400     0.064
256.000     -182.400     -14.651     -0.400     0.064
256.000     -182.000     -14.335     -0.400     0.064
256.000     -181.600     -14.016     -0.400     0.064
256.000     -181.200     -13.698     -0.400     0.064
256.000     -174.000     -8.050     -0.400     0.064
256.000     -174.400     -8.361     -0.400     0.064
256.000     -174.800     -8.669     -0.400     0.064
256.000     -175.200     -8.981     -0.400     0.064
256.000     -175.600     -9.290     -0.400     0.064
256.000     -176.000     -9.604     -0.400     0.064
256.000     -176.400     -9.917     -0.400     0.064
256.000     -176.800     -10.228     -0.400     0.064
256.000     -189.600     -20.485     -0.400     0.064
256.000     -177.200     -10.543     -0.400     0.064
256.000     -178.000     -11.169     -0.400     0.064
256.000     -178.400     -11.483     -0.400     0.064
256.000     -178.800     -11.797     -0.400     0.064
256.000     -179.200     -12.112     -0.400     0.064
256.000     -179.600     -12.429     -0.400     0.064
256.000     -180.000     -12.744     -0.400     0.064
256.000     -180.400     -13.061     -0.400     0.064
256.000     -180.800     -13.377     -0.400     0.064
256.000     -177.600     -10.854     -0.400     0.064
256.000     -173.600     -7.741     -0.400     0.064
256.000     -190.000     -20.817     -0.400     0.064
256.000     -190.800     -21.476     -0.400     0.064
256.000     -200.000     -29.176     -0.400     0.064
256.000     -200.400     -29.512     -0.400     0.064
256.000     -200.800     -29.852     -0.400     0.064
256.000     -201.200     -30.194     -0.400     0.064
256.000     -201.600     -30.534     -0.400     0.064
256.000     -202.000     -30.875     -0.400     0.064
256.000     -202.400     -31.216     -0.400     0.064
256.000     -202.800     -31.560     -0.400     0.064
256.000     -203.200     -31.902     -0.400     0.064
256.000     -203.600     -32.244     -0.400     0.064
256.000     -204.000     -32.589     -0.400     0.064
256.000     -204.400     -32.930     -0.400     0.064
256.000     -204.800     -33.273     -0.400     0.064
256.000     -205.200     -33.615     -0.400     0.064
256.000     -205.600     -33.964     -0.400     0.064
256.000     -206.000     -34.308     -0.400     0.064
256.000     -206.400     -34.657     -0.400     0.064
256.000     -199.600     -28.834     -0.400     0.064
256.000     -199.200     -28.495     -0.400     0.064
256.000     -198.800     -28.156     -0.400     0.064
256.000     -198.400     -27.817     -0.400     0.064
256.000     -191.200     -21.805     -0.400     0.064
256.000     -191.600     -22.137     -0.400     0.064
256.000     -192.000     -22.468     -0.400     0.064
256.000     -192.400     -22.799     -0.400     0.064
256.000     -192.800     -23.133     -0.400     0.064
256.000     -193.200     -23.463     -0.400     0.064
256.000     -193.600     -23.796     -0.400     0.064
256.000     -194.000     -24.128     -0.400     0.064
256.000     -190.400     -21.145     -0.400     0.064
256.000     -194.400     -24.461     -0.400     0.064
256.000     -195.200     -25.130     -0.400     0.064
256.000     -195.600     -25.465     -0.400     0.064
256.000     -196.000     -25.798     -0.400     0.064
256.000     -196.400     -26.132     -0.400     0.064
256.000     -196.800     -26.471     -0.400     0.064
256.000     -197.200     -26.807     -0.400     0.064
256.000     -197.600     -27.144     -0.400     0.064
256.000     -198.000     -27.478     -0.400     0.064
256.000     -194.800     -24.794     -0.400     0.064
256.000     -173.200     -7.435     -0.400     0.064
256.000     -172.800     -7.127     -0.400     0.064
256.000     -172.400     -6.819     -0.400     0.064
256.000     -148.000     10.942     -0.400     0.064
256.000     -148.400     10.668     -0.400     0.064
256.000     -148.800     10.396     -0.400     0.064
256.000     -149.200     10.121     -0.400     0.064
256.000     -149.600     9.846     -0.400     0.064
256.000     -150.000     9.515     -0.400     0.064
256.000     -150.400     9.238     -0.400     0.064
256.000     -150.800     8.959     -0.400     0.064
256.000     -151.200     8.685     -0.400     0.064
256.000     -151.600     8.409     -0.400     0.064
256.000     -152.000     8.127     -0.400     0.064
256.000     -152.400     7.849     -0.400     0.064
256.000     -152.800     7.568     -0.400     0.064
256.000     -153.200     7.289     -0.400     0.064
256.000     -153.600     7.010     -0.400     0.064
256.000     -154.000     6.728     -0.400     0.064
256.000     -154.400     6.447     -0.400     0.064
256.000     -147.600     11.217     -0.400     0.064
256.000     -147.200     11.490     -0.400     0.064
256.000     -146.800     11.760     -0.400     0.064
256.000     -146.400     12.033     -0.400     0.064
256.000     -139.200     16.809     -0.400     0.064
256.000     -139.600     16.550     -0.400     0.064
256.000     -140.000     16.289     -0.400     0.064
256.000     -140.400     16.028     -0.400     0.064
256.000     -140.800     15.764     -0.400     0.064
256.000     -141.200     15.502     -0.400     0.064
256.000     -141.600     15.238     -0.400     0.064
256.000     -142.000     14.974     -0.400     0.064
256.000     -154.800     6.167     -0.400     0.064
256.000     -142.400     14.709     -0.400     0.064
256.000     -143.200     14.179     -0.400     0.064
256.000     -143.600     13.911     -0.400     0.064
256.000     -144.000     13.645     -0.400     0.064
256.000     -144.400     13.378     -0.400     0.064
256.000     -144.800     13.112     -0.400     0.064
256.000     -145.200     12.842     -0.400     0.064
256.000     -145.600     12.574     -0.400     0.064
256.000     -146.000     12.304     -0.400     0.064
256.000     -142.800     14.445     -0.400     0.064
256.000     -155.200     5.885     -0.400     0.064
256.000     -155.600     5.602     -0.400     0.064
256.000     -156.000     5.317     -0.400     0.064
256.000     -165.200     -1.369     -0.400     0.064
256.000     -165.600     -1.670     -0.400     0.064
256.000     -166.000     -1.970     -0.400     0.064
256.000     -166.400     -2.270     -0.400     0.064
256.000     -166.800     -2.570     -0.400     0.064
256.000     -167.200     -2.869     -0.400     0.064
256.000     -167.600     -3.169     -0.400     0.064
256.000     -168.000     -3.470     -0.400     0.064
256.000     -164.800     -1.074     -0.400     0.064
256.000     -168.400     -3.770     -0.400     0.064
256.000     -169.200     -4.377     -0.400     0.064
256.000     -169.600     -4.681     -0.400     0.064
256.000     -170.000     -4.983     -0.400     0.064
256.000     -170.400     -5.289     -0.400     0.064
256.000     -170.800     -5.591     -0.400     0.064
256.000     -171.200     -5.899     -0.400     0.064
256.000     -171.600     -6.202     -0.400     0.064
256.000     -172.000     -6.509     -0.400     0.064
256.000     -168.800     -4.076     -0.400     0.064
256.000     -206.800     -35.002     -0.400     0.064
256.000     -164.400     -0.777     -0.400     0.064
256.000     -163.600     -0.183     -0.400     0.064
256.000     -156.400     5.031     -0.400     0.064
256.000     -156.800     4.746     -0.400     0.064
256.000     -157.200     4.461     -0.400     0.064
256.000     -157.600     4.175     -0.400     0.064
256.000     -158.000     3.889     -0.400     0.064
256.000     -158.400     3.602     -0.400     0.064
256.000     -158.800     3.313     -0.400     0.064
256.000     -159.200     3.025     -0.400     0.064
256.000     -164.000     -0.480     -0.400     0.064
256.000     -159.600     2.739     -0.400     0.064
256.000     -160.400     2.156     -0.400     0.064
256.000     -160.800     1.867     -0.400     0.064
256.000     -161.200     1.575     -0.400     0.064
256.000     -161.600     1.285     -0.400     0.064
256.000     -162.000     0.993     -0.400     0.064
256.000     -162.400     0.697     -0.400     0.064
256.000     -162.800     0.406     -0.400     0.064
256.000     -163.200     0.113     -0.400     0.064
256.000     -160.000     2.447     -0.400     0.064
256.000     -207.200     -35.348     -0.400     0.064
256.000     -207.600     -35.699     -0.400     0.064
256.000     -208.000     -36.047     -0.400     0.064
256.000     -252.000     -76.564     -0.400     0.064
256.000     -252.400     -76.952     -0.400     0.064
256.000     -252.800     -77.342     -0.400     0.064
256.000     -253.200     -77.728     -0.400     0.064
256.000     -253.600     -78.117     -0.400     0.064
256.000     -254.000     -78.507     -0.400     0.064
256.000     -254.400     -78.893     -0.400     0.064
256.000     -254.800     -79.286     -0.400     0.064
256.000     -255.200     -79.675     -0.400     0.064
256.000     -255.600     -80.067     -0.400     0.064
256.000     -256.000     -80.458     -0.400     0.064
256.000     -256.400     -80.852     -0.400     0.064
256.000     -256.800     -81.241     -0.400     0.064
256.000     -257.200     -81.631     -0.400     0.064
256.000     -257.600     -82.028     -0.400     0.064
256.000     -258.000     -82.417     -0.400     0.064
256.000     -258.400     -82.810     -0.400     0.064
256.000     -251.600     -76.178     -0.400     0.064
256.000     -251.200     -75.797     -0.400     0.064
256.000     -250.800     -75.411     -0.400     0.064
256.000     -250.400     -75.021     -0.400     0.064
256.000     -243.200     -68.163     -0.400     0.064
256.000     -243.600     -68.545     -0.400     0.064
256.000     -244.000     -68.927     -0.400     0.064
256.000     -244.400     -69.309     -0.400     0.064
256.000     -244.800     -69.690     -0.400     0.064
256.000     -245.200     -70.076     -0.400     0.064
256.000     -245.600     -70.458     -0.400     0.064
256.000     -246.000     -70.840     -0.400     0.064
256.000     -258.800     -83.207     -0.400     0.064
256.000     -246.400     -71.223     -0.400     0.064
256.000     -247.200     -71.991     -0.400     0.064
256.000     -247.600     -72.375     -0.400     0.064
256.000     -248.000     -72.759     -0.400     0.064
256.000     -248.400     -73.144     -0.400     0.064
256.000     -248.800     -73.527     -0.400     0.064
256.000     -249.200     -73.914     -0.400     0.064
256.000     -249.600     -74.298     -0.400     0.064
256.000     -250.000     -74.635     -0.400     0.064
256.000     -246.800     -71.607     -0.400     0.064
256.000     -259.200     -83.602     -0.400     0.064
256.000     -259.600     -83.994     -0.400     0.064
256.000     -260.000     -84.387     -0.400     0.064
256.000     -269.200     -93.522     -0.400     0.064
256.000     -269.600     -93.924     -0.400     0.064
256.000     -270.000     -94.322     -0.400     0.064
256.000     -270.400     -94.724     -0.400     0.064
256.000     -270.800     -95.127     -0.400     0.064
256.000     -271.200     -95.531     -0.400     0.064
256.000     -271.600     -95.929     -0.400     0.064
256.000     -272.000     -96.333     -0.400     0.064
256.000     -268.800     -93.122     -0.400     0.064
256.000     -272.400     -96.734     -0.400     0.064
256.000     -273.200     -97.545     -0.400     0.064
256.000     -273.600     -97.950     -0.400     0.064
256.000     -274.000     -98.356     -0.400     0.064
256.000     -274.400     -98.758     -0.400     0.064
256.000     -274.800     -99.162     -0.400     0.064
256.000     -275.200     -99.566     -0.400     0.064
256.000     -275.600     -99.974     -0.400     0.064
256.000     -276.000     -100.379     -0.400     0.064
256.000     -272.800     -97.137     -0.400     0.064
256.000     -242.800     -67.785     -0.400     0.064
256.000     -268.400     -92.722     -0.400     0.064
256.000     -267.600     -91.925     -0.400     0.064
256.000     -260.400     -84.781     -0.400     0.064
256.000     -260.800     -85.178     -0.400     0.064
256.000     -261.200     -85.572     -0.400     0.064
256.000     -261.600     -85.964     -0.400     0.064
256.000     -262.000     -86.363     -0.400     0.064
256.000     -262.400     -86.761     -0.400     0.064
256.000     -262.800     -87.156     -0.400     0.064
256.000     -263.200     -87.549     -0.400     0.064
256.000     -268.000     -92.324     -0.400     0.064
256.000     -263.600     -87.944     -0.400     0.064
256.000     -264.400     -88.733     -0.400     0.064
256.000     -264.800     -89.135     -0.400     0.064
256.000     -265.200     -89.531     -0.400     0.064
256.000     -265.600     -89.932     -0.400     0.064
256.000     -266.000     -90.326     -0.400     0.064
256.000     -266.400     -90.724     -0.400     0.064
256.000     -266.800     -91.125     -0.400     0.064
256.000     -267.200     -91.521     -0.400     0.064
256.000     -264.000     -88.341     -0.400     0.064
256.000     -138.800     17.063     -0.400     0.064
256.000     -242.400     -67.402     -0.400     0.064
256.000     -241.600     -66.641     -0.400     0.064
256.000     -217.200     -44.158     -0.400     0.064
256.000     -217.600     -44.517     -0.400     0.064
256.000     -218.000     -44.875     -0.400     0.064
256.000     -218.400     -45.233     -0.400     0.064
256.000     -218.800     -45.592     -0.400     0.064
256.000     -219.200     -45.949     -0.400     0.064
256.000     -219.600     -46.310     -0.400     0.064
256.000     -220.000     -46.673     -0.400     0.064
256.000     -220.400     -47.031     -0.400     0.064
256.000     -220.800     -47.394     -0.400     0.064
256.000     -221.200     -47.754     -0.400     0.064
256.000     -221.600     -48.117     -0.400     0.064
256.000     -222.000     -48.475     -0.400     0.064
256.000     -222.400     -48.840     -0.400     0.064
256.000     -222.800     -49.201     -0.400     0.064
256.000     -223.200     -49.567     -0.400     0.064
256.000     -223.600     -49.930     -0.400     0.064
256.000     -216.800     -43.802     -0.400     0.064
256.000     -216.400     -43.446     -0.400     0.064
256.000     -216.000     -43.088     -0.400     0.064
256.000     -215.600     -42.735     -0.400     0.064
256.000     -208.400     -36.395     -0.400     0.064
256.000     -208.800     -36.743     -0.400     0.064
256.000     -209.200     -37.093     -0.400     0.064
256.000     -209.600     -37.440     -0.400     0.064
256.000     -210.000     -37.791     -0.400     0.064
256.000     -210.400     -38.143     -0.400     0.064
256.000     -210.800     -38.494     -0.400     0.064
256.000     -211.200     -38.843     -0.400     0.064
256.000     -224.000     -50.289     -0.400     0.064
256.000     -211.600     -39.196     -0.400     0.064
256.000     -212.400     -39.899     -0.400     0.064
256.000     -212.800     -40.252     -0.400     0.064
256.000     -213.200     -40.606     -0.400     0.064
256.000     -213.600     -40.959     -0.400     0.064
256.000     -214.000     -41.312     -0.400     0.064
256.000     -214.400     -41.668     -0.400     0.064
256.000     -214.800     -42.026     -0.400     0.064
256.000     -215.200     -42.380     -0.400     0.064
256.000     -212.000     -39.545     -0.400     0.064
256.000     -224.400     -50.657     -0.400     0.064
256.000     -224.800     -51.022     -0.400     0.064
256.000     -225.200     -51.384     -0.400     0.064
256.000     -234.400     -59.870     -0.400     0.064
256.000     -234.800     -60.243     -0.400     0.064
256.000     -235.200     -60.619     -0.400     0.064
256.000     -235.600     -60.993     -0.400     0.064
256.000     -236.000     -61.368     -0.400     0.064
256.000     -236.400     -61.744     -0.400     0.064
256.000     -236.800     -62.116     -0.400     0.064
256.000     -237.200     -62.492     -0.400     0.064
256.000     -234.000     -59.500     -0.400     0.064
256.000     -237.600     -62.865     -0.400     0.064
256.000     -238.400     -63.620     -0.400     0.064
256.000     -238.800     -63.996     -0.400     0.064
256.000     -239.200     -64.375     -0.400     0.064
256.000     -239.600     -64.749     -0.400     0.064
256.000     -240.000     -65.128     -0.400     0.064
256.000     -240.400     -65.506     -0.400     0.064
256.000     -240.800     -65.885     -0.400     0.064
256.000     -241.200     -66.262     -0.400     0.064
256.000     -238.000     -63.243     -0.400     0.064
256.000     -242.000     -67.022     -0.400     0.064
256.000     -233.600     -59.126     -0.400     0.064
256.000     -232.800     -58.382     -0.400     0.064
256.000     -225.600     -51.751     -0.400     0.064
256.000     -226.000     -52.117     -0.400     0.064
256.000     -226.400     -52.480     -0.400     0.064
256.000     -226.800     -52.847     -0.400     0.064
256.000     -227.200     -53.213     -0.400     0.064
256.000     -227.600     -53.578     -0.400     0.064
256.000     -228.000     -53.948     -0.400     0.064
256.000     -228.400     -54.315     -0.400     0.064
256.000     -233.200     -58.755     -0.400     0.064
256.000     -228.800     -54.684     -0.400     0.064
256.000     -229.600     -55.421     -0.400     0.064
256.000     -230.000     -55.790     -0.400     0.064
256.000     -230.400     -56.158     -0.400     0.064
256.000     -230.800     -56.527     -0.400     0.064
256.000     -231.200     -56.897     -0.400     0.064
256.000     -231.600     -57.267     -0.400     0.064
256.000     -232.000     -57.639     -0.400     0.064
256.000     -232.400     -58.009     -0.400     0.064
256.000     -229.200     -55.055     -0.400     0.064
256.000     -276.400     -100.789     -0.400     0.064
256.000     -138.400     17.321     -0.400     0.064
256.000     -137.600     17.832     -0.400     0.064
256.000     -44.000     50.352     -0.400     0.064
256.000     -44.400     50.404     -0.400     0.064
256.000     -44.800     50.445     -0.400     0.064
256.000     -45.200     50.482     -0.400     0.064
256.000     -45.600     50.524     -0.400     0.064
256.000     -46.000     50.561     -0.400     0.064
256.000     -46.400     50.599     -0.400     0.064
256.000     -46.800     50.631     -0.400     0.064
256.000     -47.200     50.663     -0.400     0.064
256.000     -47.600     50.691     -0.400     0.064
256.000     -48.000     50.717     -0.400     0.064
256.000     -48.400     50.743     -0.400     0.064
256.000     -48.800     50.759     -0.400     0.064
256.000     -49.200     50.777     -0.400     0.064
256.000     -49.600     50.793     -0.400     0.064
256.000     -50.000     50.800     -0.400     0.064
256.000     -50.400     50.815     -0.400     0.064
256.000     -43.600     50.305     -0.400     0.064
256.000     -43.200     50.252     -0.400     0.064
256.000     -42.800     50.198     -0.400     0.064
256.000     -42.400     50.139     -0.400     0.064
256.000     -35.200     48.536     -0.400     0.064
256.000     -35.600     48.654     -0.400     0.064
256.000     -36.000     48.769     -0.400     0.064
256.000     -36.400     48.883     -0.400     0.064
256.000     -36.800     48.991     -0.400     0.064
256.000     -37.200     49.093     -0.400     0.064
256.000     -37.600     49.195     -0.400     0.064
256.000     -38.000     49.290     -0.400     0.064
256.000     -50.800     50.819     -0.400     0.064
256.000     -38.400     49.392     -0.400     0.064
256.000     -39.200     49.566     -0.400     0.064
256.000     -39.600     49.644     -0.400     0.064
256.000     -40.000     49.728     -0.400     0.064
256.000     -40.400     49.803     -0.400     0.064
256.000     -40.800     49.874     -0.400     0.064
256.000     -41.200     49.945     -0.400     0.064
256.000     -41.600     50.013     -0.400     0.064
256.000     -42.000     50.078     -0.400     0.064
256.000     -38.800     49.477     -0.400     0.064
256.000     -34.800     48.413     -0.400     0.064
256.000     -51.200     50.824     -0.400     0.064
256.000     -52.000     50.824     -0.400     0.064
256.000     -61.200     50.222     -0.400     0.064
256.000     -61.600     50.169     -0.400     0.064
256.000     -62.000     50.118     -0.400     0.064
256.000     -62.400     50.069     -0.400     0.064
256.000     -62.800     50.011     -0.400     0.064
256.000     -63.200     49.954     -0.400     0.064
256.000     -63.600     49.895     -0.400     0.064
256.000     -64.000     49.835     -0.400     0.064
256.000     -64.400     49.770     -0.400     0.064
256.000     -64.800     49.705     -0.400     0.064
256.000     -65.200     49.638     -0.400     0.064
256.000     -65.600     49.573     -0.400     0.064
256.000     -66.000     49.502     -0.400     0.064
256.000     -66.400     49.430     -0.400     0.064
256.000     -66.800     49.355     -0.400     0.064
256.000     -67.200     49.284     -0.400     0.064
256.000     -67.600     49.206     -0.400     0.064
256.000     -60.800     50.267     -0.400     0.064
256.000     -60.400     50.315     -0.400     0.064
256.000     -60.000     50.363     -0.400     0.064
256.000     -59.600     50.403     -0.400     0.064
256.000     -52.400     50.818     -0.400     0.064
256.000     -52.800     50.817     -0.400     0.064
256.000     -53.200     50.806     -0.400     0.064
256.000     -53.600     50.799     -0.400     0.064
256.000     -54.000     50.786     -0.400     0.064
256.000     -54.400     50.772     -0.400     0.064
256.000     -54.800     50.757     -0.400     0.064
256.000     -55.200     50.738     -0.400     0.064
256.000     -51.600     50.822     -0.400     0.064
256.000     -55.600     50.718     -0.400     0.064
256.000     -56.400     50.671     -0.400     0.064
256.000     -56.800     50.648     -0.400     0.064
256.000     -57.200     50.620     -0.400     0.064
256.000     -57.600     50.592     -0.400     0.064
256.000     -58.000     50.558     -0.400     0.064
256.000     -58.400     50.522     -0.400     0.064
256.000     -58.800     50.488     -0.400     0.064
256.000     -59.200     50.447     -0.400     0.064
256.000     -56.000     50.697     -0.400     0.064
256.000     -34.400     48.296     -0.400     0.064
256.000     -34.000     48.167     -0.400     0.064
256.000     -33.600     48.033     -0.400     0.064
256.000     -9.200     28.072     -0.400     0.064
256.000     -9.600     28.724     -0.400     0.064
256.000     -10.000     29.359     -0.400     0.064
256.000     -10.400     29.962     -0.400     0.064
256.000     -10.800     30.557     -0.400     0.064
256.000     -11.200     31.122     -0.400     0.064
256.000     -11.600     31.686     -0.400     0.064
256.000     -12.000     32.230     -0.400     0.064
256.000     -12.400     32.768     -0.400     0.064
256.000     -12.800     33.284     -0.400     0.064
256.000     -13.200     33.783     -0.400     0.064
256.000     -13.600     34.281     -0.400     0.064
256.000     -14.000     34.755     -0.400     0.064
256.000     -14.400     35.219     -0.400     0.064
256.000     -14.800     35.673     -0.400     0.064
256.000     -15.200     36.111     -0.400     0.064
256.000     -15.600     36.541     -0.400     0.064
256.000     -8.800     27.394     -0.400     0.064
256.000     -8.400     26.693     -0.400     0.064
256.000     -8.000     25.967     -0.400     0.064
256.000     -7.600     25.211     -0.400     0.064
256.000     -0.400     2.823     -0.400     0.064
256.000     -0.800     5.160     -0.400     0.064
256.000     -1.200     7.153     -0.400     0.064
256.000     -1.600     8.905     -0.400     0.064
256.000     -2.000     10.509     -0.400     0.064
256.000     -2.400     11.984     -0.400     0.064
256.000     -2.800     13.363     -0.400     0.064
256.000     -3.200     14.650     -0.400     0.064
256.000     -16.000     36.958     -0.400     0.064
256.000     -3.600     15.848     -0.400     0.064
256.000     -4.400     18.072     -0.400     0.064
256.000     -4.800     19.111     -0.400     0.064
256.000     -5.200     20.105     -0.400     0.064
256.000     -5.600     21.044     -0.400     0.064
256.000     -6.000     21.943     -0.400     0.064
256.000     -6.400     22.810     -0.400     0.064
256.000     -6.800     23.644     -0.400     0.064
256.000     -7.200     24.442     -0.400     0.064
256.000     -4.000     16.992     -0.400     0.064
256.000     -16.400     37.371     -0.400     0.064
256.000     -16.800     37.765     -0.400     0.064
256.000     -17.200     38.156     -0.400     0.064
256.000     -26.400     44.902     -0.400     0.064
256.000     -26.800     45.120     -0.400     0.064
256.000     -27.200     45.332     -0.400     0.064
256.000     -27.600     45.535     -0.400     0.064
256.000     -28.000     45.732     -0.400     0.064
256.000     -28.400     45.930     -0.400     0.064
256.000     -28.800     46.119     -0.400     0.064
256.000     -29.200     46.303     -0.400     0.064
256.000     -26.000     44.678     -0.400     0.064
256.000     -29.600     46.484     -0.400     0.064
256.000     -30.400     46.822     -0.400     0.064
256.000     -30.800     46.988     -0.400     0.064
256.000     -31.200     47.150     -0.400     0.064
256.000     -31.600     47.311     -0.400     0.064
256.000     -32.000     47.461     -0.400     0.064
256.000     -32.400     47.610     -0.400     0.064
256.000     -32.800     47.755     -0.400     0.064
256.000     -33.200     47.898     -0.400     0.064
256.000     -30.000     46.656     -0.400     0.064
256.000     -68.000     49.132     -0.400     0.064
256.000     -25.600     44.454     -0.400     0.064
256.000     -24.800     43.986     -0.400     0.064
256.000     -17.600     38.537     -0.400     0.064
256.000     -18.000     38.901     -0.400     0.064
256.000     -18.400     39.268     -0.400     0.064
256.000     -18.800     39.618     -0.400     0.064
256.000     -19.200     39.965     -0.400     0.064
256.000     -19.600     40.302     -0.400     0.064
256.000     -20.000     40.626     -0.400     0.064
256.000     -20.400     40.949     -0.400     0.064
256.000     -25.200     44.216     -0.400     0.064
256.000     -20.800     41.261     -0.400     0.064
256.000     -21.600     41.859     -0.400     0.064
256.000     -22.000     42.148     -0.400     0.064
256.000     -22.400     42.431     -0.400     0.064
256.000     -22.800     42.703     -0.400     0.064
256.000     -23.200     42.970     -0.400     0.064
256.000     -23.600     43.237     -0.400     0.064
